id,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
6189,-117.92,34.1,35,2994,603,1933,561,4.3052,161000,<1H OCEAN
6190,-117.89,34.1,27,3341,728,1762,679,3.2437,180700,<1H OCEAN
6191,-117.89,34.1,35,3185,544,1858,564,4.1304,176200,<1H OCEAN
6192,-117.89,34.1,34,2048,411,1456,416,3.425,168900,<1H OCEAN
6193,-117.9,34.1,35,2739,475,1481,483,4.8655,176900,<1H OCEAN
6194,-117.9,34.09,34,1562,272,825,266,4.425,221100,<1H OCEAN
6195,-117.9,34.08,32,2068,356,976,370,5.512,201500,<1H OCEAN
6196,-117.89,34.09,37,1055,280,538,206,2.7167,181600,<1H OCEAN
6197,-117.89,34.09,35,1205,330,583,319,2.6971,189200,<1H OCEAN
6198,-117.89,34.09,37,1813,394,1100,375,3.7453,177000,<1H OCEAN
6199,-117.9,34.09,39,1726,333,892,335,4.6409,192100,<1H OCEAN
6200,-117.88,34.08,30,6132,1538,3147,1449,3.0763,188100,<1H OCEAN
6201,-117.89,34.08,35,1711,335,825,356,3.8,215900,<1H OCEAN
6202,-117.89,34.08,25,2115,489,1107,477,3.4949,207700,<1H OCEAN
6203,-117.89,34.07,32,2374,450,1580,427,4.1837,200600,<1H OCEAN
6204,-117.9,34.08,32,5482,1251,3426,1117,3.5943,204700,<1H OCEAN
6205,-117.87,34.06,25,3652,470,1525,484,10.4248,428800,<1H OCEAN
6206,-117.88,34.06,23,6689,1124,3081,1047,6.2254,491500,<1H OCEAN
6207,-117.9,34.06,35,1313,194,599,209,7.8,287500,<1H OCEAN
6208,-117.9,34.06,33,1701,290,831,275,5.7469,275000,<1H OCEAN
6209,-117.9,34.06,33,1330,209,578,192,5.9406,266500,<1H OCEAN
6210,-117.89,34.07,35,1439,261,804,271,4.2808,188900,<1H OCEAN
6211,-117.9,34.07,35,1646,294,1056,280,3.355,172300,<1H OCEAN
6212,-117.89,34.07,35,834,137,392,123,4.8179,219100,<1H OCEAN
6213,-117.9,34.06,34,2956,469,1488,464,5.6664,268600,<1H OCEAN
6214,-117.9,34.07,36,1009,164,466,149,6.1519,249700,<1H OCEAN
6215,-117.91,34.07,36,1390,270,887,266,5.3897,189300,<1H OCEAN
6216,-117.91,34.07,33,2938,561,1519,549,4.8594,204500,<1H OCEAN
6217,-117.92,34.06,34,2819,609,1718,558,3.8547,197900,<1H OCEAN
6218,-117.92,34.07,36,1057,207,658,207,5.0708,192000,<1H OCEAN
6219,-117.92,34.07,29,1699,399,1052,411,3.5122,195800,<1H OCEAN
6220,-117.91,34.06,29,3250,521,1382,513,5.412,218600,<1H OCEAN
6221,-117.91,34.05,35,3189,,1727,500,5.3758,211400,<1H OCEAN
6222,-117.92,34.06,35,2894,467,1420,479,5.484,225200,<1H OCEAN
6223,-117.93,34.06,37,1505,262,798,259,5.7635,202400,<1H OCEAN
6224,-117.93,34.06,35,1022,183,628,187,4.2375,187800,<1H OCEAN
6225,-117.93,34.05,36,1340,221,848,244,4.4731,205400,<1H OCEAN
6226,-117.93,34.05,32,3055,623,1902,565,4.5926,191000,<1H OCEAN
6227,-117.92,34.07,38,175,22,129,20,10.0066,182800,<1H OCEAN
6228,-117.93,34.06,28,3342,688,2210,647,3.7596,203100,<1H OCEAN
6229,-117.95,34.05,34,1428,227,890,249,6.1722,205100,<1H OCEAN
6230,-117.94,34.06,32,3418,662,2003,622,4.3333,210500,<1H OCEAN
6231,-117.94,34.06,34,1921,422,1230,447,3.9648,194200,<1H OCEAN
6232,-117.93,34.07,36,1207,209,683,213,5.6559,207600,<1H OCEAN
6233,-117.94,34.07,25,1814,404,1187,363,3.6523,171100,<1H OCEAN
6234,-117.95,34.07,37,1375,260,951,272,3.5083,195500,<1H OCEAN
6235,-117.95,34.06,32,2252,415,1370,411,4.9312,185100,<1H OCEAN
6236,-117.96,34.07,35,2819,529,1508,485,4.9118,192000,<1H OCEAN
6237,-117.96,34.06,34,2226,381,1464,365,4.7102,183500,<1H OCEAN
6238,-117.96,34.06,31,2017,462,1462,457,2.367,167600,<1H OCEAN
6239,-117.97,34.05,33,1452,268,1274,278,3.9563,163000,<1H OCEAN
6240,-117.97,34.06,34,3580,684,2786,636,4.3469,167100,<1H OCEAN
6241,-117.98,34.06,33,1353,228,1079,237,4.8417,160600,<1H OCEAN
6242,-117.97,34.06,31,2516,,2194,497,3.5413,155800,<1H OCEAN
6243,-117.98,34.06,36,2391,407,1967,398,4.3274,161000,<1H OCEAN
6244,-117.98,34.05,35,2342,426,2176,416,4.0454,157200,<1H OCEAN
6245,-117.99,34.05,35,1792,317,1441,306,4.0917,151400,<1H OCEAN
6246,-117.97,34.05,33,2028,422,1727,371,3.1438,157900,<1H OCEAN
6247,-117.97,34.05,36,931,160,746,201,3.4667,158300,<1H OCEAN
6248,-117.97,34.05,36,1299,206,763,216,3.8179,161700,<1H OCEAN
6249,-117.97,34.05,34,2050,495,1832,465,3.1333,156000,<1H OCEAN
6250,-117.98,34.05,33,1560,315,1467,313,4.4429,160100,<1H OCEAN
6251,-117.98,34.04,34,2547,537,2108,498,3.7722,154900,<1H OCEAN
6252,-117.97,34.04,32,1507,295,1326,324,4.419,163600,<1H OCEAN
6253,-117.97,34.04,28,1686,417,1355,388,2.8192,157600,<1H OCEAN
6254,-117.96,34.03,35,2093,,1755,403,3.7115,150700,<1H OCEAN
6255,-117.96,34.03,35,1623,331,1462,312,4.2803,152900,<1H OCEAN
6256,-117.95,34.03,33,1453,326,1609,319,4.0578,156100,<1H OCEAN
6257,-117.95,34.03,35,804,159,727,179,3.0361,146000,<1H OCEAN
6258,-117.96,34.05,35,1254,263,1092,268,4.9364,163400,<1H OCEAN
6259,-117.96,34.05,36,1475,270,1149,284,3.3904,158900,<1H OCEAN
6260,-117.95,34.05,35,1309,276,1113,253,4.675,156800,<1H OCEAN
6261,-117.95,34.04,36,1044,200,982,205,5.0679,154200,<1H OCEAN
6262,-117.96,34.04,35,1141,212,924,212,3.4591,148600,<1H OCEAN
6263,-117.96,34.04,33,1458,268,1115,257,5.0955,158400,<1H OCEAN
6264,-117.96,34.04,34,1381,265,1020,268,4.325,147200,<1H OCEAN
6265,-117.96,34.05,32,1993,388,1385,380,4.0258,182200,<1H OCEAN
6266,-117.94,34.05,34,1729,324,1341,324,4.0708,163800,<1H OCEAN
6267,-117.94,34.04,36,1431,354,1367,334,3.8592,160500,<1H OCEAN
6268,-117.94,34.04,34,1403,274,977,257,4.1409,163300,<1H OCEAN
6269,-117.94,34.05,34,1519,304,1262,300,3.6409,161500,<1H OCEAN
6270,-117.95,34.05,31,2349,539,2028,521,3.794,154800,<1H OCEAN
6271,-117.94,34.04,33,1493,331,1571,354,4.1864,159200,<1H OCEAN
6272,-117.95,34.04,27,2610,846,2296,750,2.574,151100,<1H OCEAN
6273,-117.94,34.03,35,1499,289,1112,268,4.13,149300,<1H OCEAN
6274,-117.94,34.03,35,1375,249,1015,239,4.3521,152100,<1H OCEAN
6275,-117.95,34.03,33,1782,394,1517,376,3.6389,158200,<1H OCEAN
6276,-117.93,34.01,23,3188,836,3883,840,2.4863,157900,<1H OCEAN
6277,-117.93,34.01,33,1733,361,1757,375,4.5266,154100,<1H OCEAN
6278,-117.94,34.02,27,5026,955,3899,930,4.171,163200,<1H OCEAN
6279,-117.95,34.02,19,1129,258,900,228,4.175,135900,<1H OCEAN
6280,-117.95,34.02,22,1919,411,1203,363,4.5578,144400,<1H OCEAN
6281,-117.92,34.03,35,1341,233,898,216,4.4118,157600,<1H OCEAN
6282,-117.92,34.03,32,1819,375,1728,375,4.275,162700,<1H OCEAN
6283,-117.92,34.03,35,1469,306,1285,308,4.2219,159800,<1H OCEAN
6284,-117.93,34.03,35,2160,399,1694,403,4.1581,163400,<1H OCEAN
6285,-117.93,34.03,30,2246,446,1837,431,5.0917,164800,<1H OCEAN
6286,-117.93,34.04,23,6361,1168,4580,1109,5.2342,181300,<1H OCEAN
6287,-117.93,34.04,30,1336,239,905,253,5.1854,178400,<1H OCEAN
6288,-117.9,34.04,15,11989,2185,6652,2081,4.8554,278600,<1H OCEAN
6289,-117.9,34.05,33,629,76,253,75,7.9286,330700,<1H OCEAN
6290,-117.91,34.04,15,8749,1761,5278,1691,4.9324,169100,<1H OCEAN
6291,-117.92,34.05,36,2241,419,1743,448,4.9587,162200,<1H OCEAN
6292,-117.88,34.01,16,6756,1332,4429,1299,5.0589,178500,<1H OCEAN
6293,-117.88,34,21,5459,1086,3394,1087,3.9308,192400,<1H OCEAN
6294,-117.89,34.01,23,4535,955,3881,930,3.9275,154400,<1H OCEAN
6295,-117.9,34.01,27,1702,381,2091,352,4.0917,131400,<1H OCEAN
6296,-117.9,34.01,27,2383,472,2079,494,4.2702,141700,<1H OCEAN
6297,-117.91,34.02,17,5973,1384,4349,1229,3.5799,199600,<1H OCEAN
6298,-117.9,34.02,15,14058,2486,8997,2497,5.3704,226500,<1H OCEAN
6299,-117.91,34.02,22,6269,,5587,1251,4.1201,136500,<1H OCEAN
6300,-117.92,34.01,35,3055,634,3738,615,3.675,127500,<1H OCEAN
6301,-117.98,34.04,29,1468,310,1390,276,4.05,190900,<1H OCEAN
6302,-117.96,34.02,33,349,124,460,83,2.675,133600,<1H OCEAN
6303,-117.98,34.03,21,797,162,484,166,2.925,191400,<1H OCEAN
6304,-117.9,33.99,18,8076,1789,5325,1707,3.743,172200,<1H OCEAN
6305,-117.92,34,36,116,30,193,35,4.1125,136600,<1H OCEAN
6306,-117.88,34,32,265,51,170,50,4.2375,187800,<1H OCEAN
6307,-117.89,33.99,22,3272,618,1784,591,4.3324,211600,<1H OCEAN
6308,-117.87,33.99,21,2837,515,2031,555,5.2271,210000,<1H OCEAN
6309,-118.01,34.05,37,682,172,813,173,4.1125,138300,<1H OCEAN
6310,-117.99,34.04,30,4468,959,4027,938,3.485,168600,<1H OCEAN
6311,-118.02,34.04,27,5640,1001,3538,978,5.365,215700,<1H OCEAN
6312,-118,34.03,25,6909,1154,3912,1121,5.557,226400,<1H OCEAN
6313,-117.98,34.02,32,2945,651,2044,652,3.4979,184200,<1H OCEAN
6314,-117.98,34.02,33,3512,632,1971,598,4.7653,193500,<1H OCEAN
6315,-117.98,34.01,27,2643,418,1344,381,6.0057,262400,<1H OCEAN
6316,-117.99,34,26,2988,397,1371,415,6.9988,382800,<1H OCEAN
6317,-118.02,34.02,21,5992,986,2647,969,5.5405,302700,<1H OCEAN
6318,-117.97,34.01,33,3530,700,2959,679,4.0459,153200,<1H OCEAN
6319,-117.97,34.01,33,2006,381,1410,346,4.0083,165800,<1H OCEAN
6320,-117.97,34,28,1983,375,1407,367,4.1319,179300,<1H OCEAN
6321,-117.97,33.99,22,5284,982,2613,932,5.0332,290200,<1H OCEAN
6322,-117.98,34,22,3632,538,1968,566,6.319,325200,<1H OCEAN
6323,-117.98,33.99,26,3343,455,1429,457,7.3778,334600,<1H OCEAN
6324,-117.98,33.98,27,2275,346,1039,333,6.5217,333800,<1H OCEAN
6325,-117.99,33.98,18,8399,1144,3727,1107,7.2695,360700,<1H OCEAN
6326,-117.95,34,34,2376,468,1858,449,4.4328,176600,<1H OCEAN
6327,-117.96,34,33,5462,952,3527,914,4.7038,187000,<1H OCEAN
6328,-117.96,34,34,2777,540,1954,522,4.8163,184100,<1H OCEAN
6329,-117.92,33.98,10,16414,2919,8907,2714,6.4552,362800,<1H OCEAN
6330,-117.95,33.98,15,16042,2602,7732,2552,5.9716,330700,<1H OCEAN
6331,-117.94,33.99,18,6100,1018,3112,982,5.2932,284300,<1H OCEAN
6332,-117.95,33.99,15,3978,692,2418,665,5.3142,270200,<1H OCEAN
6333,-117.95,33.99,24,1219,177,610,185,7.0978,325300,<1H OCEAN
6334,-117.95,33.99,25,1075,138,451,132,7.1492,332500,<1H OCEAN
6335,-117.96,33.99,25,1348,210,660,200,5.5852,297900,<1H OCEAN
6336,-117.96,33.99,25,2799,388,1348,389,6.5517,311400,<1H OCEAN
6337,-117.97,33.99,23,3335,570,1560,555,6.0268,300600,<1H OCEAN
6338,-117.96,33.98,25,1259,184,599,170,6.0407,302500,<1H OCEAN
6339,-117.88,33.96,16,19059,3079,10988,3061,5.8469,265500,<1H OCEAN
6340,-117.89,33.98,5,3088,711,1415,641,2.8125,184800,<1H OCEAN
6341,-117.9,33.98,20,9893,2283,7228,2159,3.553,187000,<1H OCEAN
6342,-117.9,33.97,23,7353,1255,4014,1124,5.7155,213500,<1H OCEAN
6343,-117.75,34.06,52,1171,318,1126,276,2.2762,106100,INLAND
6344,-117.75,34.06,52,62,9,44,16,0.7999,112800,INLAND
6345,-117.74,34.06,4,1391,506,727,369,1.7722,137800,INLAND
6346,-117.75,34.05,27,437,108,469,97,2.0206,107800,INLAND
6347,-117.75,34.05,37,378,92,503,103,2.4908,94900,INLAND
6348,-117.75,34.06,44,477,135,502,117,2.3156,112800,INLAND
6349,-117.75,34.06,52,24,6,46,7,1.925,67800,INLAND
6350,-117.94,34.15,33,859,144,421,138,4.7821,220400,INLAND
6351,-117.95,34.16,17,7116,1089,3538,1083,6.5654,274100,INLAND
6352,-117.94,34.14,33,1620,283,868,275,5.711,219700,INLAND
6353,-117.95,34.14,13,3859,710,2283,759,4.8594,184800,INLAND
6354,-117.95,34.14,33,1943,440,1526,353,3.338,137800,INLAND
6355,-117.96,34.14,27,2221,542,1328,523,2.8275,152000,INLAND
6356,-117.96,34.14,33,1994,405,993,403,4.066,164200,INLAND
6357,-117.96,34.14,9,907,207,619,194,4.2464,179900,INLAND
6358,-117.97,34.14,15,3595,964,1839,877,2.9014,150600,INLAND
6359,-117.97,34.14,33,1328,348,903,329,3.4094,136300,INLAND
6360,-117.97,34.13,42,683,127,541,138,3.7375,152000,INLAND
6361,-117.98,34.14,24,1596,388,1329,352,3.3417,148300,INLAND
6362,-117.97,34.13,33,2038,473,1546,469,3.7777,144800,INLAND
6363,-117.98,34.13,37,1447,309,1279,290,4.3083,143200,INLAND
6364,-117.98,34.13,29,2110,460,1890,448,3.9806,130800,INLAND
6365,-117.97,34.15,33,2474,472,1268,437,6.7576,500301,INLAND
6366,-117.97,34.17,35,5005,848,2112,813,5.2968,295300,INLAND
6367,-118,34.16,42,1020,156,398,157,6.401,312100,INLAND
6368,-118.01,34.16,47,1745,270,753,275,5.832,318800,INLAND
6369,-117.99,34.18,38,2981,432,1063,437,6.8254,365300,INLAND
6370,-117.99,34.16,40,3838,696,1851,674,4.5407,262300,INLAND
6371,-118,34.16,52,1354,227,531,206,5.1059,270900,INLAND
6372,-118,34.15,48,3436,673,1540,648,4.575,257100,INLAND
6373,-118.01,34.15,52,2234,472,986,439,4.2125,265800,INLAND
6374,-118.02,34.15,44,2419,437,1045,432,4.175,281100,INLAND
6375,-118.02,34.17,32,3868,548,1558,528,9.7667,500301,INLAND
6376,-118.03,34.16,36,1640,239,693,253,6.9888,500301,INLAND
6377,-118.03,34.15,43,1694,283,674,267,4.4797,487100,INLAND
6378,-118.02,34.15,44,2267,426,980,372,3.9,307700,INLAND
6379,-118.06,34.17,38,2726,398,1059,380,7.5419,410700,INLAND
6380,-118.05,34.17,45,2535,455,1036,437,5.3482,389200,INLAND
6381,-118.04,34.17,52,1885,401,764,373,4.3385,266000,INLAND
6382,-118.04,34.18,37,3134,532,1220,508,5.5865,455700,INLAND
6383,-118.04,34.16,38,1594,249,633,247,6.2582,351000,INLAND
6384,-118.05,34.16,36,3908,732,1688,725,4.8625,377100,INLAND
6385,-118.05,34.16,41,3320,713,1236,659,3.8694,278900,INLAND
6386,-118.06,34.16,46,1467,298,816,267,3.9705,286800,INLAND
6387,-118.06,34.16,34,2297,419,909,412,5.1214,362800,INLAND
6388,-118.07,34.16,35,3585,671,1401,623,4.425,330300,INLAND
6389,-118.03,34.16,36,1401,218,667,225,7.4615,485000,INLAND
6390,-118.03,34.16,39,2731,366,1034,338,10.1098,500301,INLAND
6391,-118.05,34.15,32,5131,665,1877,622,8.5004,500301,INLAND
6392,-118.06,34.15,37,1980,226,697,226,15.3001,500301,INLAND
6393,-118.05,34.14,39,2125,295,862,303,9.2728,500301,INLAND
6394,-118.06,34.13,40,4307,918,1769,845,3.9341,391800,INLAND
6395,-118.06,34.14,42,2461,379,1179,360,7.3315,437600,INLAND
6396,-118.06,34.14,40,2662,379,1151,387,8.7889,500301,INLAND
6397,-118.03,34.14,44,1446,250,721,243,5.0308,352500,INLAND
6398,-118.04,34.13,22,3359,643,1227,588,4.945,276500,INLAND
6399,-118.04,34.15,34,1523,311,676,295,3.6621,377500,INLAND
6400,-118.04,34.13,35,249,31,268,29,15.3001,500301,INLAND
6401,-118.05,34.13,23,3264,729,1475,668,4.035,218600,INLAND
6402,-118.06,34.13,28,12139,2873,5359,2731,3.592,227600,INLAND
6403,-118.02,34.14,34,1077,257,478,199,2.9316,253100,INLAND
6404,-118.02,34.13,32,3308,718,1803,667,4.2464,273900,INLAND
6405,-118.03,34.14,31,4353,1117,2338,1037,3.3727,242900,INLAND
6406,-118.01,34.13,36,1332,217,648,203,5.0159,366200,INLAND
6407,-118.02,34.13,33,2874,458,1239,431,5.5329,431200,INLAND
6408,-118.02,34.13,34,1966,319,980,297,8.0307,429300,INLAND
6409,-118.03,34.13,33,2352,373,995,359,5.2583,446000,INLAND
6410,-118.02,34.12,37,2250,360,989,329,6.4536,366300,INLAND
6411,-118.02,34.11,35,2454,458,1110,435,4.1029,415100,INLAND
6412,-118.02,34.12,36,1471,246,751,230,5.7555,395400,INLAND
6413,-118.02,34.12,38,1778,288,870,281,6.8784,408800,INLAND
6414,-118.03,34.11,34,2837,460,1344,458,6.8722,437700,INLAND
6415,-118.01,34.14,20,3350,831,1816,744,3.1352,162000,INLAND
6416,-118.01,34.14,23,3425,754,2202,729,3.82,187600,INLAND
6417,-118.02,34.14,31,6854,1578,4131,1524,3.8878,223100,INLAND
6418,-117.99,34.15,44,2492,611,1951,596,3.4304,185900,INLAND
6419,-118,34.15,43,2583,633,1544,617,2.8417,178600,INLAND
6420,-118.01,34.15,32,6597,1579,3689,1459,3.5377,184400,INLAND
6421,-117.98,34.14,27,6341,1289,2899,1192,3.9336,235500,INLAND
6422,-117.99,34.14,30,2346,,1988,474,2.8625,153300,INLAND
6423,-118,34.13,24,2584,520,1869,503,3.5841,167300,INLAND
6424,-118,34.14,31,1298,431,1131,425,1.3548,178400,INLAND
6425,-118,34.14,39,1302,303,800,291,3.5723,167200,INLAND
6426,-118,34.13,35,1005,224,742,221,3.8481,158400,INLAND
6427,-117.99,34.13,37,1568,371,1618,350,3.2605,129700,INLAND
6428,-117.99,34.12,37,1527,331,1504,324,3.5857,130400,INLAND
6429,-117.99,34.12,35,1040,231,1040,242,2.8395,139500,INLAND
6430,-118,34.12,37,1340,325,928,333,4.2219,175300,INLAND
6431,-118,34.12,42,870,170,546,164,4.925,174100,INLAND
6432,-118.01,34.13,38,3374,671,1906,640,4.3729,212600,INLAND
6433,-118.01,34.12,43,1185,207,657,198,4.8491,215100,INLAND
6434,-118.01,34.12,32,1937,332,922,340,4.24,278700,INLAND
6435,-118.01,34.11,32,1978,536,826,470,2.8114,212500,INLAND
6436,-118.01,34.11,43,1858,345,1054,329,3.8625,211900,INLAND
6437,-118.01,34.11,36,1722,320,794,322,4.5132,212500,INLAND
6438,-118.02,34.1,36,1928,361,1008,368,5.033,234000,INLAND
6439,-118.02,34.1,36,452,80,248,83,2.2688,226300,INLAND
6440,-118.02,34.11,39,1504,280,718,261,4.925,219300,INLAND
6441,-118.03,34.1,38,2301,416,1079,398,4.7236,233900,INLAND
6442,-118.03,34.1,30,2773,634,1376,540,3.0857,202000,INLAND
6443,-118.03,34.1,31,2647,539,1473,520,4.24,224200,INLAND
6444,-118.03,34.1,32,2668,609,1512,541,3.2422,233400,INLAND
6445,-118.03,34.11,38,2076,361,988,332,6.2175,417200,INLAND
6446,-118.04,34.11,44,773,120,405,121,5.3,447400,INLAND
6447,-118.04,34.11,37,1275,177,598,174,7.4885,500301,INLAND
6448,-118.05,34.11,42,3677,627,1779,622,5.4509,426800,INLAND
6449,-118.04,34.13,39,2485,382,1072,342,6.3878,430500,INLAND
6450,-118.04,34.12,39,2522,380,1113,357,5.5249,445500,INLAND
6451,-118.04,34.12,44,2007,288,921,307,6.8989,500301,INLAND
6452,-118.04,34.12,30,2170,318,984,309,5.9916,500301,INLAND
6453,-118.05,34.12,20,5218,959,2302,850,3.85,477000,INLAND
6454,-118.06,34.12,25,3891,848,1848,759,3.9639,248400,INLAND
6455,-118.06,34.12,34,2941,558,1660,576,4.8667,271800,INLAND
6456,-118.06,34.12,35,2053,369,1044,375,4.4875,275700,INLAND
6457,-118.05,34.11,48,1410,304,677,274,3.5596,272700,INLAND
6458,-118.06,34.11,36,2178,485,914,412,3.0656,239800,INLAND
6459,-118.06,34.11,39,2603,547,1196,487,3.3854,249000,INLAND
6460,-118.04,34.1,39,2302,412,1590,406,5.1017,274100,INLAND
6461,-118.05,34.1,36,1606,318,889,294,5.0931,272900,INLAND
6462,-118.06,34.1,38,3229,636,1599,609,4.1646,257400,<1H OCEAN
6463,-118.06,34.1,42,1576,313,697,282,4.6523,283900,<1H OCEAN
6464,-118.06,34.1,43,1833,355,786,334,3.8761,257000,<1H OCEAN
6465,-118.06,34.1,38,2438,442,1308,461,3.9995,260400,<1H OCEAN
6466,-118.04,34.1,38,2317,451,1155,426,4.4488,235600,INLAND
6467,-118.04,34.09,34,2597,461,1542,470,4.9211,249200,INLAND
6468,-118.05,34.1,30,2143,427,1107,416,4.5321,252500,INLAND
6469,-118.05,34.1,42,2065,404,1313,402,4.3179,274600,INLAND
6470,-118.06,34.09,38,2036,388,1096,371,4.3625,262800,<1H OCEAN
6471,-118.06,34.1,38,1960,330,874,308,5.1594,266200,<1H OCEAN
6472,-118.06,34.09,36,1239,238,717,237,3.544,258400,<1H OCEAN
6473,-118.06,34.09,40,1975,389,1116,378,4.5898,251900,<1H OCEAN
6474,-118.07,34.09,40,1745,370,1293,357,2.8474,198400,<1H OCEAN
6475,-118.07,34.09,35,1224,267,887,276,4.3987,202700,<1H OCEAN
6476,-118.08,34.09,33,2557,578,1715,530,3.2196,209100,<1H OCEAN
6477,-118.08,34.09,34,1823,457,1485,401,4.0222,207500,<1H OCEAN
6478,-118.08,34.09,32,3214,718,2316,751,4.0066,207100,<1H OCEAN
6479,-118.04,34.09,34,2001,388,1461,397,4.1304,183300,INLAND
6480,-118.04,34.08,35,1148,258,975,253,4.337,173600,<1H OCEAN
6481,-118.04,34.09,32,1339,334,817,349,3.1333,186300,INLAND
6482,-118.05,34.09,23,602,135,409,123,3.8268,146700,<1H OCEAN
6483,-118.02,34.09,32,1747,399,1199,402,3.7286,192100,INLAND
6484,-118.02,34.08,29,2741,667,2449,677,3.9944,175500,INLAND
6485,-118.02,34.09,24,2080,514,1976,478,2.9917,170300,INLAND
6486,-118.03,34.09,29,1219,338,1152,323,3.1029,181200,INLAND
6487,-118.03,34.08,32,1780,484,1732,454,2.7464,169900,INLAND
6488,-118,34.1,34,2249,460,1544,441,3.7005,176600,INLAND
6489,-118.01,34.09,29,3402,747,2331,690,3.9094,179500,INLAND
6490,-118.01,34.1,27,2424,542,1713,557,4.1085,181700,INLAND
6491,-118.01,34.1,35,2120,412,1375,405,3.7609,166600,INLAND
6492,-118,34.08,29,2003,401,1520,364,4.294,195600,INLAND
6493,-118.01,34.08,30,2281,522,1969,500,3.9531,166600,INLAND
6494,-118.02,34.08,28,2769,631,2452,581,2.9071,176200,INLAND
6495,-118.01,34.08,35,1852,358,1414,347,4.575,173900,INLAND
6496,-118.01,34.09,32,1613,361,1283,404,3.4944,182000,INLAND
6497,-118,34.08,23,1627,318,1279,289,4.9467,185400,INLAND
6498,-118.02,34.08,31,2402,632,2830,603,2.6333,164500,INLAND
6499,-118.03,34.08,37,775,179,726,183,3.55,159500,INLAND
6500,-118.03,34.08,42,1597,373,1311,352,3.2688,163100,INLAND
6501,-118.04,34.07,52,177,59,269,75,2.6611,131600,<1H OCEAN
6502,-118.05,34.08,34,572,154,752,182,2.3433,139100,<1H OCEAN
6503,-118.05,34.08,25,4909,1422,4983,1293,3.0254,143800,<1H OCEAN
6504,-118.05,34.08,30,1572,427,1857,428,2.7914,159500,<1H OCEAN
6505,-118.06,34.08,37,778,205,850,198,2.8119,180800,<1H OCEAN
6506,-118.06,34.08,34,1197,260,942,245,3.7202,189400,<1H OCEAN
6507,-118.06,34.08,42,1988,402,1239,402,3.5569,201800,<1H OCEAN
6508,-118.07,34.08,38,2462,553,1843,538,3.5312,212200,<1H OCEAN
6509,-118.07,34.07,19,1554,393,1427,370,3.425,207400,<1H OCEAN
6510,-118.07,34.08,37,1210,252,733,243,3.106,214900,<1H OCEAN
6511,-118.05,34.07,32,4492,1075,4119,1035,3.5373,183400,<1H OCEAN
6512,-118.06,34.07,30,2308,674,3034,691,2.6929,184700,<1H OCEAN
6513,-118.03,34.07,37,1091,269,905,242,3.4042,152300,<1H OCEAN
6514,-118.03,34.06,36,1018,305,1307,292,2.4453,162400,<1H OCEAN
6515,-118.04,34.07,39,1382,315,1090,308,4.1125,174300,<1H OCEAN
6516,-118.04,34.07,39,2451,649,2536,648,2.6098,173400,<1H OCEAN
6517,-118.01,34.07,22,6311,1572,6666,1456,3.2334,182900,INLAND
6518,-118.01,34.06,26,557,153,455,196,3.0721,155700,INLAND
6519,-118.01,34.07,24,5684,1485,6626,1481,2.5559,167100,INLAND
6520,-118.02,34.07,21,3245,959,3528,887,2.6236,156600,INLAND
6521,-118.03,34.06,31,1513,389,1396,364,2.7706,170900,<1H OCEAN
6522,-118.03,34.06,24,2343,834,3537,824,2.4094,135500,<1H OCEAN
6523,-118.03,34.06,27,2510,783,3481,726,2.7875,158100,<1H OCEAN
6524,-118.04,34.06,31,957,295,1300,287,2.4383,153700,<1H OCEAN
6525,-118.04,34.06,30,2019,551,2481,484,3.4875,154500,<1H OCEAN
6526,-118.04,34.06,39,1258,245,988,228,3.5132,176400,<1H OCEAN
6527,-118.05,34.06,32,2286,654,2991,655,2.4781,174800,<1H OCEAN
6528,-118.05,34.06,45,531,164,722,166,2.4406,162800,<1H OCEAN
6529,-118.05,34.06,25,1022,291,1570,297,3.323,142300,<1H OCEAN
6530,-118.06,34.06,28,2127,625,3160,620,2.8763,174200,<1H OCEAN
6531,-118.06,34.06,28,1778,605,2184,574,2.2189,166200,<1H OCEAN
6532,-118.07,34.07,31,1370,284,1062,277,3.8156,199600,<1H OCEAN
6533,-118.08,34.07,32,4089,975,3775,955,3.59,205800,<1H OCEAN
6534,-118.07,34.06,34,2873,718,2758,699,2.8985,168900,<1H OCEAN
6535,-118.04,34.05,32,1252,273,1337,263,2.9579,157100,<1H OCEAN
6536,-118.05,34.05,36,1084,202,920,199,4.0279,162500,<1H OCEAN
6537,-118.06,34.04,28,1516,363,1011,344,2.9288,160600,<1H OCEAN
6538,-118.03,34.06,24,2469,731,3818,712,2.8445,151700,<1H OCEAN
6539,-118.04,34.05,34,1058,230,1043,229,3.3536,137800,<1H OCEAN
6540,-118.04,34.04,35,1734,363,1527,344,3.3,160900,<1H OCEAN
6541,-118.04,34.04,32,1619,323,1492,342,3.8,165400,<1H OCEAN
6542,-118.05,34.04,33,1348,,1098,257,4.5917,161500,<1H OCEAN
6543,-118.06,34.03,36,21,7,21,9,2.675,175300,<1H OCEAN
6544,-118.02,34.06,26,2929,970,3792,817,2.5577,174100,<1H OCEAN
6545,-118.02,34.05,34,1610,513,2050,508,2.8562,156600,<1H OCEAN
6546,-118.03,34.05,36,1359,317,1557,370,3.0955,157800,<1H OCEAN
